custnmbr,addrcode,custname,name_clean,sStreet1,sStreet2,sCity,sProvState,sCountry,sPostalZip,city_clean,state_clean,country_clean,zip_clean
3A638F3,1D1250F,Quaam Square Pavaxobanamt Ltd.,QUAAM SQUARE PAVAXOBANAMT,"45 Aldernet Drive, Suite 910",,Dartmouth,NS,,B2Y2N6,DARTMOUTH,NS,,B2Y2N6
8062095,BEF7720,Qu'Ebbaxxa Apartments,QUEBBAXXA APARTMENTS,"2161 Scarth Street, Unit 200",,Regina,SK,,S4P2H8,REGINA,SK,,S4P2H8
9DE9E1F,26EEACB,QuepTaex Property Group LP.,QUEPTAEX PROPERTY GROUP,"18 York Street, Suite 420",,Toronto,ON,,M5J2T8,TORONTO,ON,,M5J2T8
B91516A,6A2F31F,Quexe Zetmue,QUEXE ZETMUE,1025 Degurse Dr,,Sarnia,ON,,N7T7H5,SARNIA,ON,,N7T7H5
D48D0C8,65FD70A,Quexuty Comctata Ltd. - Nomctom,QUEXUTY COMCTATA NOMCTOM,648 Edinburgh Dr,,Moncton,NB,,E1E4C6,MONCTON,NB,,E1E4C6
AC4D91D,9029168,Quexuty HVEC Solutions Inc.,QUEXUTY HVEC SOLUTIONS,PO Box 13505,"3221 Derry Road, Unit 3",Mississauga,ON,,L5N7L8,MISSISSAUGA,ON,,L5N7L8
82BCBCE,E4BE44B,St. Bamapuctz Church,ST BAMAPUCTZ CHURCH,2194 Kipling Ave.,,Etobicoke,ON,,M9W4K9,ETOBICOKE,ON,,M9W4K9
D24896E,59A4A10,St. Exbatt Chaaza,ST EXBATT CHAAZA,150 St Paul St.,,St Albert,ON,,K0A3A0,SAINT ALBERT,ON,,K0A3A0
44CCC29,E276686,St. Ftemcuz Xevuat University,ST FTEMCUZ XEVUAT UNIVERSITY,PO Box 5000,,Antigonish,NS,,B2G2W5,ANTIGONISH,NS,,B2G2W5
0CD80EE,3EE3A9A,St. Jozabh'z Betuzh,ST JOZABHZ BETUZH,174 Wilbrod Street,,Ottawa,ON,,K1N6N8,OTTAWA,ON,,K1N6N8
A219284,1057444,St. Ztabham'z-Om-The-Huxx Umutap Church,ST ZTABHAMZ OM THE HUXX UMUTAP CHURCH,998 Indian Road,,Mississauga,ON,,L5H1R5,MISSISSAUGA,ON,,L5H1R5
1C7C8C5,57BE312,T.K. NecPomexp Mutzumg Hona,T K NECPOMEXP MUTZUMG HONA,64 Pleasant Street,,Antigonish,NS,,B2G1W7,ANTIGONISH,NS,,B2G1W7
0525734,C2091F6,Tabaxxuom Btawumg Co.,TABAXXUOM BTAWUMG,1901 Dewdney Avenue,,Regina,SK,,S4R8R2,REGINA,SK,,S4R8R2
CCE0EB2,192C584,Tabtazamtetuom Z.G.,TABTAZAMTETUOM Z G,753 rue Saint-Helene,,Longueil,QC,,J4K3R5,LONGUEIL,QC,,J4K3R5
E5B3317,4A92E66,Tach Bek Canada Inc,TACH BEK CANADA,243 Water St,,Yarmouth,Nova Scotia,,B5A4P8,YARMOUTH,NS,,B5A4P8
1F79FFD,9490550,Taftugatetuom at Gez Centre-Vuxxa Xtaa,TAFTUGATETUOM AT GEZ CENTRE VUXXA XTAA,26 CH. Industriel,,L'Ange-Gardien,QC,,J8L0A9,LANGE-GARDIEN,QC,,J8L0A9
77358D2,A386C0F,Tagamt Park Connumuty Haexth Centre,TAGAMT PARK CONNUMUTY HAEXTH CENTRE,465 Dundas St. E.,,Toronto,ON,,M5A2B2,TORONTO,ON,,M5A2B2
E0ED074,BBFE01B,Tagume Eutbott Euthotuty,TAGUME EUTBOTT EUTHOTUTY,5201 Regina Ave.,,Regina,SK,,S4W1B3,REGINA,SK,,S4W1B3
5E668DD,D1ECD76,Tagume Xekawoop Village Compo Corp,TAGUME XEKAWOOP VILLAGE COMPO,203 - 1130 N Radway Street,,Regina,SK,,S4X4J5,REGINA,SK,,S4X4J5
436492D,4851B82,Tanbxatom Properties,TANBXATOM PROPERTIES,5599 Fenwick Street,,Halifax,NS,Canada,B3H1R1,HALIFAX,NS,CA,B3H1R1
A79824B,B208E84,Tap xuma Mechanical/Fxowxbatt Inc.,TAP XUMA MECHANICAL FXOWXBATT,"1662 Bonhill Road, Unit 13",,Mississauga,ON,,L5T1E1,MISSISSAUGA,ON,,L5T1E1
3E490F7,31A5E0F,Tapboutma Netkhen Cochtema Co-owmatzhub,TAPBOUTMA NETKHEN COCHTEMA OWMATZHUB,"60 Columbia Way, Suite 102",,Markham,ON,,L3R0C9,MARKHAM,ON,,L3R0C9
7FE25CF,31A5E0F,Tapboutma Netkhen Coxunbue Co-owmatzhub,TAPBOUTMA NETKHEN COXUNBUE OWMATZHUB,"60 Columbia Way, Suite 102",,Markham,ON,,L3R0C9,MARKHAM,ON,,L3R0C9
46FDB7B,1B2E83F,TATTE,TATTE,383 Morrison Road,, Oakville,ON,,L6J4K3,OAKVILLE,ON,,L6J4K3
5304668,461650A,Tattebuta Amvutomnamtex,TATTEBUTA AMVUTOMNAMTEX,55 Vulcan Street,,Toronto,ON,,M9W1L3,TORONTO,ON,,M9W1L3
DDA0330,32B0841,Tatteca Aezt,TATTECA AEZT,205 Fairford Street East,,Moosejaw,SK,,,MOOSEJAW,SK,,
FC9F524,553FF56,"Tattezzaz du xec, Bheza 12 E/Z Zogaco J.B. Inc",TATTEZZAZ DU XEC BHEZA 12 E Z ZOGACO J B,CP 24525 CSP Rome,,Brossard,QC,,J4W3K9,BROSSARD,QC,,J4W3K9
015FD5E,C6A032C,Tattuat Properties,TATTUAT PROPERTIES,100 - 166 King Street East,,Toronto,ON,,M5A1J3,TORONTO,ON,,M5A1J3
DFCCC5A,3366A95,Tavate Inc,TAVATE,"55 Standish Court, 8th Floor",,Mississuaga,ON,,L5R4B2,MISSISSUAGA,ON,,L5R4B2
F74DD87,5CFA856,Tavate (Zezk),TAVATE ZEZK,3651 Albert Street,,Regina,SK,,S4S0A3,REGINA,SK,,S4S0A3
15C1A05,93642DD,Tazatvout Properties Ltd.,TAZATVOUT PROPERTIES,236 Metcalfe Street,,Ottawa,ON,,K2P1R3,OTTAWA,ON,,K2P1R3
B9BDC52,81A1A6D,"TBB UMVAZTNAMTZ  INC., BZZ UMVAZTNAMTZ INC.and THE",TBB UMVAZTNAMTZ BZZ UMVAZTNAMTZ AND THE,COMPANY by their agent GWL Realty Advisors Inc.,300-1 City Centre Drive Suite 300,Mississauga,ON,,L5B1M2,MISSISSAUGA,ON,,L5B1M2
0E1B1B0,FB328EE,TBZGC - Épufuca Fépétex,TBZGC EPUFUCA FEPETEX,"715, rue Peel",,Montréal,QC,Canada,H3C4H6,MONTREAL,QC,CA,H3C4H6
617B837,7ABB7B9,TBZGC - Zemté Canada,TBZGC ZEMTE CANADA,"1001, rue St-Laurent",,Longueuil,QC,Canada,J4K1C7,LONGUEUIL,QC,CA,J4K1C7
1A21F94,A3E3BCA,TE Umvaztnamt 16 Holdings GB Inc.,TE UMVAZTNAMT 16 HOLDINGS GB,200 - 20 Victoria Street,,Toronto,ON,Canada,M5C2N8,TORONTO,ON,CA,M5C2N8
51B72E9,0C13D5B,TE UMVAZTNAMT 23 HOLDINGS GB INC.,TE UMVAZTNAMT 23 HOLDINGS GB,M100 - 444 Yonge Street,,Toronto,ON,,M5B2H4,TORONTO,ON,,M5B2H4
2A4F169,EDA699A,Teayco Xeb Equipment Systems Management Ltd.,TEAYCO XEB EQUIPMENT SYSTEMS MANAGEMENT,#205 - 4288 Lozells Ave,,Burnaby,BC,,V5A0C7,BURNABY,BC,,V5A0C7
24E2E8C,2F770B5,Teck Eut,TECK EUT,1160 Clyde Court,,Kingston,ON,,K7P2E4,KINGSTON,ON,,K7P2E4
3B8AC6F,1EC0E87,Tenepe Bxeze,TENEPE BXEZE,1818 Victoria Avenue,,Regina,SK,,S4P0R1,REGINA,SK,,S4P0R1
6F06483,0B91138,Tepuzzom Hotel,TEPUZZOM HOTEL,249 Queens Quay W.,,Toronto,ON,,M5J2N5,TORONTO,ON,,M5J2N5
5C3B223,DA92202,Tetenegoucha Btawaty,TETENEGOUCHA BTAWATY,235 Main Street,,Tatamagouche,NS,,B0K1V0,TATAMAGOUCHE,NS,,B0K1V0
B211C2A,721D099,Teuxxafat Plumbing and Haetumg,TEUXXAFAT PLUMBING AND HAETUMG,"1528 Startop Road, Unit 7",,Ottawa,ON,,K1B3W6,OTTAWA,ON,,K1B3W6
E57FD1B,A6E6854,Tey Cxunetuzetuom,TEY CXUNETUZETUOM,141 rue Fleming,,Deison,QC,,J5B1X5,DEISON,QC,,J5B1X5
5D934CC,C273D78,Teythaom Canada Limited,TEYTHAOM CANADA,"400 Cooper Street, Suite 3000",,Ottawa,Ontario,,K2P2H8,OTTAWA,ON,,K2P2H8
3536DA2,F0F3440,Teyxym Comttectumg Inc,TEYXYM COMTTECTUMG,296 Waverly Street South,,Oshawa,ON,,L1J5V6,OSHAWA,ON,,L1J5V6
621BEED,1EC64E1,TGWT - Xomguauux,TGWT XOMGUAUUX,"452, Jean-Neveu Street",,Longueuil,QC,,J4G1N8,LONGUEUIL,QC,,J4G1N8
38F61D5,6934A98,Thatno Coox Mechanical,THATNO COOX MECHANICAL,15 Airview Road,,Etobicoke,ON,,M9W4P1,ETOBICOKE,ON,,M9W4P1
00CD59C,9801E37,The Avenue,THE AVENUE,155 St. Claire Ave West,,Toronto,ON,,M4V1P7,TORONTO,ON,,M4V1P7
24FE49E,13A707A,The Bekatfuaxp -Paatfuaxp 11 GB Inc.,THE BEKATFUAXP PAATFUAXP 11 GB,c/o BentallGreenOak(Canada) LP,"1 York Street, Suite 1100",Toronto,ON,,M5J0B6,TORONTO,ON,,M5J0B6
CFDF8F1,4960368,The Beumtap Betezox,THE BEUMTAP BETEZOX,220 James Street North,,Lumsden,SK,,S0G3C0,LUMSDEN,SK,,S0G3C0
55943D0,7B621D1,The Canada  Xufa Ezzutemca Company,THE CANADA XUFA EZZUTEMCA,BOX 199 1 Adelaide ST E,,Toronto,ON,,M5C2V9,TORONTO,ON,,M5C2V9
086F207,89A96AB,The  Canada  Xufa  Ezzutemca  Company,THE CANADA XUFA EZZUTEMCA,803-5160 Yonge ST,,Toronto,ON,,M2N6L9,TORONTO,ON,,M2N6L9
E64D1E0,6114040,The Canada Xufa Ezzutemca Company,THE CANADA XUFA EZZUTEMCA,"5160 Yonge Street, Suite 803",,Toronto,ON,,M2N6L9,TORONTO,ON,,M2N6L9
F2F7FC6,D17DD19,The Canada Xufa Ezzutemca,THE CANADA XUFA EZZUTEMCA,300-1 City Centre DR,Suite 300,Mississauga,Ontario,,L5B1M2,MISSISSAUGA,ON,,L5B1M2
C828B7E,6114040,The Canada Xufa Ezzutemca Company.,THE CANADA XUFA EZZUTEMCA,"5160 Yonge Street, Suite 803",,Toronto,ON,,M2N6L9,TORONTO,ON,,M2N6L9
5B6DBAD,B117C1D,"The Canada Xufa Ezzutemca Company.,",THE CANADA XUFA EZZUTEMCA,1901 Scarth Street,,Regina,SK,Canada,S4P4L4,REGINA,SK,CA,S4P4L4
447774C,A8B5C24,The Canada Xufa Ezzutemca Company c/o GWX Taexty,THE CANADA XUFA EZZUTEMCA C O GWX TAEXTY,330 University Ave,,Toronto,ON,,M5G1R8,TORONTO,ON,,M5G1R8
8EB2129,BE4D438,The Cenbbaxx- TEZ 309CE Corp.,THE CENBBAXX TEZ 309CE,c/o Bentall Property Services (Ontario) Ltd,"1 York Street, Suite 1100",Toronto,ON,,M5J0B6,TORONTO,ON,,M5J0B6
5B789E1,4486E5B,The Cepuxxec Feutvuaw Cotbotetap Limited,THE CEPUXXEC FEUTVUAW COTBOTETAP,160 Front St West,Suite 1830,Toronto,ON,,M5J0G4,TORONTO,ON,,M5J0G4
4D42089,7778994,The Chtomucxa Hatexp Btumtumg Service,THE CHTOMUCXA HATEXP BTUMTUMG SERVICE,311 Bluewater Road,,Bedford,NS,,B4B1J6,BEDFORD,NS,,B4B1J6
466E32B,FE7E131,The Church Btawumg Co.,THE CHURCH BTAWUMG,329 Main Street,,Wolfville,NS,,B4P1C4,WOLFVILLE,NS,,B4P1C4
BEB7776,96436AD,The Etnout Group,THE ETNOUT GROUP,P.O. Box 665,,Halifax,NS,,B3J2T3,HALIFAX,NS,,B3J2T3
18183F0,996E08E,The Etxez,THE ETXEZ,4177 Albert St,,Regina,SK,,,REGINA,SK,,
12778C7,658A850,The Ftaapon Centre,THE FTAAPON CENTRE,157 Lakeshore Rd. West,,Mississauga,Ontario,,L5H1G3,MISSISSAUGA,ON,,L5H1G3
3788621,38178FE,THE GTEMPVUAW,THE GTEMPVUAW,3387 RIVERSIDE DRIVE E.,,WINDSOR,ON,,N8Y1A8,WINDSOR,ON,,N8Y1A8
EDB6864,F8C8A26,The Corporation of City of Butxumgtom,THE OF CITY OF BUTXUMGTOM,"2001 Sheppard Ave East, Suite 204",,Toronto,ON,,M2J4Z8,TORONTO,ON,,M2J4Z8
D3C806C,D06333B,The St Cxeut Club Limited  Ontario Region,THE ST CXEUT CLUB ONTARIO REGION,NXS #: 1259946 - 75210,700-22 St Clair Ave E,Toronto,ON,,M4T2S5,TORONTO,ON,,M4T2S5
DB4B2AA,F6DBA3B,The Station Compoz,THE STATION COMPOZ,55 / 565 Wilson Ave,,Toronto,ON,,M3H0C5,TORONTO,ON,,M3H0C5
EC2DD58,C4EC622,The Toyex Ottawa Goxf Club,THE TOYEX OTTAWA GOXF CLUB,1405 Alymer Road,,Gatineau,QC,Canada,J9H7L2,GATINEAU,QC,CA,J9H7L2
FDF82BB,7CE4CF1,The Waxxumgtom Club,THE WAXXUMGTOM CLUB,8281 Yonge St,,Thornhill,ON,,L3T2C7,THORNHILL,ON,,L3T2C7
E2C0F2B,2D14334,The Wetat Warehouse,THE WETAT WAREHOUSE,1540 Park Street,,Regina,SK,,S4N4E9,REGINA,SK,,S4N4E9
84D0970,ABA15FB,Thebzopy Property Management Services,THEBZOPY PROPERTY MANAGEMENT SERVICES,33 King Street,,York,ON,,M9N1L1,YORK,ON,,M9N1L1
D10B589,C255027,Tobatt Cooka Co-obatetuva Honaz,TOBATT COOKA OBATETUVA HONAZ,13Th Fl - 20 Garnett James Rd,,Etobicoke,Ontario,,M8V3Z1,ETOBICOKE,ON,,M8V3Z1
E1E48E6,3D298DC,Tobatte Place Tatutanamt Xopga Inc.,TOBATTE PLACE TATUTANAMT XOPGA,489 Essa Road,,Barrie,ON,,L4N9E4,BARRIE,ON,,L4N9E4
9EB1227,AB14B6C,Toronto Ebettout,TORONTO EBETTOUT,2 Tecumseth Street,,Toronto,Ontario,,M5V2R5,TORONTO,ON,,M5V2R5
4EC8461,8EB0EAE,Totex Bopyceta Inc.,TOTEX BOPYCETA,120A Van Kirk Drive,,Brampton,ON,,L7A1B1,BRAMPTON,ON,,L7A1B1
746EE4A,760A11F,TotexAmatguaz Netkatumg Canada Inc,TOTEXAMATGUAZ NETKATUMG CANADA,"220, rue Lafleur",,LaSalle,QC,Canada,H8R4C9,LASALLE,QC,CA,H8R4C9
4CB57A1,43E0AA5,Totonomt CET,TOTONOMT CET,3131 Highway 7 West,,Concord,ON,,L4K1B7,CONCORD,ON,,L4K1B7
FDC8903,FBD9599,Towmzhub Motth Gxamgetty Exaxemptue,TOWMZHUB MOTTH GXAMGETTY EXAXEMPTUE,90 Main St. North,,North Glengarry,ON,,K0C1A0,NORTH GLENGARRY,ON,,K0C1A0
90F4520,09D7664,Town of Vutpam,TOWN OF VUTPAM,P.O. Box 310,,Virden,Manitoba,,R0M2C0,VIRDEN,MB,,R0M2C0
58C292C,301961C,ToxxZtenb Nfg. -,TOXXZTENB NFG,90 Snidercroft Rd.,,Concord,ON,Canada,L4K2K1,CONCORD,ON,CA,L4K2K1
E01DC97,1B2E02E,Toyex Comzatvetoty of Nuzuc,TOYEX COMZATVETOTY OF NUZUC,273 Bloor St. W,,Toronto,ON,,M5S1W2,TORONTO,ON,,M5S1W2
61B6C7C,E99173A,Toyex Plumbing Comttectumg Ltd.,TOYEX PLUMBING COMTTECTUMG,"665 Millway Ave, Unit #51",,Concord,ON,,L4K3T8,CONCORD,ON,,L4K3T8
B990D7D,02E15FF,Ttamch Limited,TTAMCH,PO Box 4356 MC-IMA078, 97208-4356,Portland,OR,USA,9720843,PORTLAND,OR,US,9720843
1DD46AB,85D178E,"Ttanco Canada Division, TBN Canada",TTANCO CANADA DIVISION TBN CANADA,220 Wicksteed avenue,,Toronto,ON,Canada,M4H1G7,TORONTO,ON,CA,M4H1G7
4E96439,406E321,TTC Consulting Motth America,TTC CONSULTING MOTTH AMERICA,21 Griffin Road North,,Windsor CT 06095,,,,WINDSOR CT 06095,,,
CAFEA56,75B7AAD,TTCE Haep Office,TTCE HAEP OFFICE,5 Shoreham Drive,,Downsview,Ontario,,M3N1S4,DOWNSVIEW,ON,,M3N1S4
2697140,16BC5A6,Ttema Canada UXC,TTEMA CANADA UXC,101-525 Cochrane Drive,,Markham,ON,,L3R8E3,MARKHAM,ON,,L3R8E3
F3AD455,71FA5E0,Ttema Canada UXC - MZ,TTEMA CANADA UXC MZ,PO Box 2380,,Davidson,NC,,28036,DAVIDSON,NC,,28036
943AAE9,A91183D,Ttemzcomtumamtex Btumtumg 2015 G.B.,TTEMZCOMTUMAMTEX BTUMTUMG 2015 G B,"1500, Jules-Poitras",,Saint-Laurent,Quebec,,H4N1X7,SAINT-LAURENT,QC,,H4N1X7
9D2C335,769C85E,Ttemzcomtumamtex Btumtumg 2015 GB,TTEMZCOMTUMAMTEX BTUMTUMG 2015 GB,"1500, Jules-Poitras",,Saint-Laurent,QC,,H4N1X7,SAINT-LAURENT,QC,,H4N1X7
2BC0DFB,F9FB9F8,TtomoBxezt Technologies Inc.,TTOMOBXEZT TECHNOLOGIES,"Unit A, 321 Parkhurst Square",,Brampton,ON,,L6T5H5,BRAMPTON,ON,,L6T5H5
39A9B78,9D23A18,Ttua Motth Connatcuex LP,TTUA MOTTH CONNATCUEX,603 - 5775 Yonge Street,,Toronto,ON,,M2M4J1,TORONTO,ON,,M2M4J1
8B71A0D,00D9FED,Ttuco Consulting Services Inc,TTUCO CONSULTING SERVICES,22 Rosebank Blvd.,,Holland Landing,ON,,L9N1C8,HOLLAND LANDING,ON,,L9N1C8
87C7A67,0AB7AA8,Ttuovazt Taexty Epvuzotz Inc.,TTUOVAZT TAEXTY EPVUZOTZ,40 University Avenune Suite 1200,,Toronto,Ontario,,M5J1T1,TORONTO,ON,,M5J1T1
C20C0C0,67C00D8,Ttuovazt Taexty Epvuzotz Inc./21 Kumg Aquutuaz Inc.,TTUOVAZT TAEXTY EPVUZOTZ 21 KUMG AQUUTUAZ,"40 University Avenue, Suite 1200",,Toronto,ON,,M5J1T1,TORONTO,ON,,M5J1T1
23A4B96,89608E3,Ttuxuta Gxezz & Exunumun Solutions Canada,TTUXUTA GXEZZ EXUNUMUN SOLUTIONS CANADA,20 Royal Group Cresent,,Vaughan,ON,,L4H1X9,VAUGHAN,ON,,L4H1X9
C4E8613,8A5357F,Ttuxxuun Haexth Centre,TTUXXUUN HAEXTH CENTRE,150 Sherway Drive,,Etobicoke,Ontario,,M9C1A5,ETOBICOKE,ON,,M9C1A5
AA194B6,784513D,Tuchcteft Properties,TUCHCTEFT PROPERTIES,"2280 St Laurent Blvd, Suite 201",,Ottawa,ON,,K1G4K1,OTTAWA,ON,,K1G4K1
A8B24B6,6D56F3A,Tuchnomp Umvaztnamtz ON,TUCHNOMP UMVAZTNAMTZ ON,4715 14th Avenue,,Markham,ON,,L3R0Y7,MARKHAM,ON,,L3R0Y7
9FEF9CA,785F339,Tuchnomp Vuxxe,TUCHNOMP VUXXE,9361 Pepperell St,,St Peters,NS,,B0E3B0,SAINT PETERS,NS,,B0E3B0
667F50B,3572756,Tunbat Ctaak Ezzat Management,TUNBAT CTAAK EZZAT MANAGEMENT,"1133 Yonge Street, 2nd Floor",,Toronto,ON,,M4T2Y7,TORONTO,ON,,M4T2Y7
BB29C71,C1EC339,Tupgavuaw XTCC,TUPGAVUAW XTCC,385 Highland Rd West,,Stoney Creek,ON,,L8J3X9,STONEY CREEK,ON,,L8J3X9
6525DEB,DC5F73F,Tutchua Faap and Zaap,TUTCHUA FAAP AND ZAAP,1390 Windmill Lane,,Ottawa,ON,,K1B4V5,OTTAWA,ON,,K1B4V5
7425455,0F7D4A6,TX Mechanical Inc.,TX MECHANICAL,"1010 Polytek Street, Unit 41",,Ottawa,ON,Canada,K1J9J3,OTTAWA,ON,CA,K1J9J3
3A9BE0E,9A01903,TZCC 1506,TZCC 1506,1-3 Rean Drive,,North York,ON,,M2K3C2,NORTH YORK,ON,,M2K3C2
D1D255B,105FCD9,TZCC 1546,TZCC 1546,228 & 230 Queens Quay West,,Toronto,ON,,M5J2X1,TORONTO,ON,,M5J2X1
112523D,B8755A3,TZCC 1584 - Beyvuaw Nemzuomz,TZCC 1584 BEYVUAW NEMZUOMZ,2 Clairtrell,,Toronto,ON,,M2N7H5,TORONTO,ON,,M2N7H5
3CC848D,D014E3E,TZCC 1597,TZCC 1597,153 BEECROFT ROAD,,TORONTO,ON,,M2N7C5,TORONTO,ON,,M2N7C5
6342C33,28E7527,TZCC 1610,TZCC 1610,80 Harrison Garden,,North York,Ontario,,M2M7E2,NORTH YORK,ON,,M2M7E2
B3D6F85,0BB3E09,TZCC 1669,TZCC 1669,2087-2095 Lakeshore Blvd. W.,,Toronto,ON,,M8V4G3,TORONTO,ON,,M8V4G3
C16D049,F6117A6,TZCC 1718 Kumgz Court,TZCC 1718 KUMGZ COURT,230 King St E,,Toronto,ON,,M5A1K5,TORONTO,ON,,M5A1K5
3ACAB91,66E80A6,TZCC 1787,TZCC 1787,5753 Coopers Ave,,Mississauga,ON,,L4Z1R9,MISSISSAUGA,ON,,L4Z1R9
2E71F7D,185F79F,TZCC 1851,TZCC 1851,12 Rean Dr.,,Toronto,ON,,M2K3C6,TORONTO,ON,,M2K3C6
093BD77,3850FE7,TZCC 1854,TZCC 1854,15 Windermere Ave.,,Toronto,ON,,M6S5A2,TORONTO,ON,,M6S5A2
D197279,9561107,TZCC 1958,TZCC 1958, Manor Crest Management Ltd.,68 Grangeway Avenue,Scarborough,ON,,M1H0A1,SCARBOROUGH,ON,,M1H0A1
F290903,6A41185,TZCC 1960,TZCC 1960,736 Spadina Ave,,Toronto,Ontario,,M5S2J6,TORONTO,ON,,M5S2J6
BB33ADF,38C7B9F,TZCC 2041,TZCC 2041,2885 Bayview,,Toronto,ON,,M2K0A3,TORONTO,ON,,M2K0A3
6DDDCC4,28F0C0B,TZCC 2156,TZCC 2156,155 St. Claire W.,,Toronto,ON,,M4V1P7,TORONTO,ON,,M4V1P7
E7CA969,FAF2DDE,TZCC #2205,TZCC 2205,"51 Toro Road, Suite 200",,Toronto,ON,,M3J2A4,TORONTO,ON,,M3J2A4
DE9D781,BFE8561,TZCC 2205,TZCC 2205,336 Spadina Road,,Toronto,ON,,M5R2V8,TORONTO,ON,,M5R2V8
31ED2DE,DC67C62,TZCC 2310,TZCC 2310,318 King Street East,,Toronto,ON,,M5A0C1,TORONTO,ON,,M5A0C1
8AE2359,76397EE,TZCC 2348 c/o Pax Property Management,TZCC 2348 C O PAX PROPERTY MANAGEMENT,300 Front St W &,20 John St,Toronto,ON,,,TORONTO,ON,,
74E4FFC,7904D32,TZCC 2484,TZCC 2484,2 Old Mill Drive,,Toronto,ON,,M6S0A2,TORONTO,ON,,M6S0A2
9165E56,3477046,TZCC 2955,TZCC 2955,158 Front St. East,,Toronto,ON,,M5A0K9,TORONTO,ON,,M5A0K9
DF7B784,550ED66,TZCC Mo. 2696,TZCC MO 2696,223 St. Clair Avenue West,,Toronto,ON,,M4V0A5,TORONTO,ON,,M4V0A5
ABE0D55,27BDBDA,U.G Umvaztnamt Management Ltd.,U G UMVAZTNAMT MANAGEMENT,ATT: Property Management Office,"33 Yonge Street, Suite 1000",Toronto,ON,,M5E1G4,TORONTO,ON,,M5E1G4
16BE70C,8D324DF,U.G. Umvaztnamt Management Ltd,U G UMVAZTNAMT MANAGEMENT,(Ontario) Ltd.,"55 University Avenue, Suite 102",Toronto,ON,,M5J2H7,TORONTO,ON,,M5J2H7
4D4C465,490DED2,U&NA BAVATEGA COMPANY,U NA BAVATEGA,450 EXPORT BLVD,UNIT A,MISSISSAUGA,ON,,L5S2A4,MISSISSAUGA,ON,,L5S2A4
C50F0D2,5DCFB1E,"U.Z. Anbezzy Ottawa, Canada",U Z ANBEZZY OTTAWA CANADA,1747B St Laurent Blvd,Main Warehouse,Ottawa,ON,,K1G3V4,OTTAWA,ON,,K1G3V4
2F23CB8,4417D72,Ubzttaat Cteft Btawumg,UBZTTAAT CTEFT BTAWUMG,41 Allen Street,,Charlottetown,PE,,C1A2V6,CHARLOTTETOWN,PE,,C1A2V6
491CD02,040C3E7,UCANEM Mechanical Inc.,UCANEM MECHANICAL,Box 157,,Craven,SK,,S0G0W0,CRAVEN,SK,,S0G0W0
2B6DDA5,D7C3DFC,UCC Property Management Ltd.,UCC PROPERTY MANAGEMENT,and Property Managers Toronto,1151 Denison Street #15,Markham,ON,,L3R3Y4,MARKHAM,ON,,L3R3Y4
9EE8D00,D8BFE02,UKN Taztumg (Canada) Limited,UKN TAZTUMG CANADA,40 St. Annes Cres,,Paradise,NL,,A1L1K1,PARADISE,NL,,A1L1K1
9AFFE90,143C5DB,Ume Gteftom Gega Hona,UME GTEFTOM GEGA HONA,40 Bell Estate Road,,Scarborough,ON,,M1L0E2,SCARBOROUGH,ON,,M1L0E2
8896C7E,43A3A83,Umfumuta Mechanical,UMFUMUTA MECHANICAL,1100 Ambleside Dr,,Ottawa,ON,Canada,K2B8G6,OTTAWA,ON,CA,K2B8G6
5171C4A,F94B161,Umfuxtatap Btawumg Inc.,UMFUXTATAP BTAWUMG,6041 North Street,,Halifax,NS,,B3K1P1,HALIFAX,NS,,B3K1P1
BF661FC,09A9623,Ummocom (Buckatumg),UMMOCOM BUCKATUMG,57 Notion  Road,,Pickering,ON,,L1S6K7,PICKERING,ON,,L1S6K7
210AF69,CA20847,Ummocom Connuzzuomat-,UMMOCOM CONNUZZUOMAT,535 Commissioner Street,,Toronto,ON,,M4M1A5,TORONTO,ON,,M4M1A5
CFF56D7,C255781,Ummocom (Exbuom),UMMOCOM EXBUOM,1921 Albion Road,,Etobicoke,ON,,M9W5S8,ETOBICOKE,ON,,M9W5S8
DD9CB38,F7D0E52,Umtatbtovumcuex Naet Service,UMTATBTOVUMCUEX NAET SERVICE,65 Thornhill Drive,,Dartmouth,NS,,,DARTMOUTH,NS,,
0DBAF51,7EA17DB,Umuvatzex Property Management,UMUVATZEX PROPERTY MANAGEMENT,4th Floor - 1900 Barrington Street,,Halifax,NS,Canada,B3J2P8,HALIFAX,NS,CA,B3J2P8
4B2BDF3,8DC3933,Umuvatzuté du Québac am Outeoueuz,UMUVATZUTE DU QUEBAC AM OUTEOUEUZ,"283, boul. Alexandre-Taché","bureau E1250, succ Hull",Gatineau,QC,Canada,J8X3X7,GATINEAU,QC,CA,J8X3X7
8E1C036,A6227C0,Umzught Technologies Construction Corp.,UMZUGHT TECHNOLOGIES CONSTRUCTION,6817 Steeles Ave W,,Toronto,ON,,M9V4R9,TORONTO,ON,,M9V4R9
4B9DA5E,577A413,Umzutu Comttectotz Inc. -,UMZUTU COMTTECTOTZ,48 Dawson Road,,Guelph,ON,Canada,N1H5V1,GUELPH,ON,CA,N1H5V1
217B332,88A6EFA,UNB Group Ltd.,UNB GROUP,"2651 Joseph Howe Drive, Suite 100",,Halifax,NS,,B3L4T1,HALIFAX,NS,,B3L4T1
FB6047A,8C89A6B,Unbtunatua G12,UNBTUNATUA G12,3259 Jules Brillant,,Laval,QC,Canada,H7P6C9,LAVAL,QC,CA,H7P6C9
